hnum,col_name,db_name,table_name,tag,description,unit,data_type
H2521,ge_fo_flow,hlng,h2521_ias_ias_no1_pivot,oe012_01_daca_pv,GE FO INLET FLOW IND,kg/h,FLOAT
H2521,ge1_power,hlng,h2521_ias_ias_no1_pivot,pm102_01_daca_pv,DFGE1 PWR,kW,FLOAT
H2521,ge3_power,hlng,h2521_ias_ias_no1_pivot,pm302_01_daca_pv,DFGE3 PWR,kW,FLOAT
H2521,ge2_1_power,hlng,h2521_ias_ias_no1_pivot,pm202_01_daca_pv,DFGE2-1 PWR,kW,FLOAT
H2521,ge2_2_power,hlng,h2521_ias_ias_no1_pivot,pm204_01_daca_pv,DFGE2-2 PWR,kW,FLOAT
H2521,ge1_load,hlng,h2521_ias_ias_no1_pivot,gx13321_pv,DFGE1 ENGINE LOAD,%,FLOAT
H2521,ge2_load,hlng,h2521_ias_ias_no1_pivot,gx23321_pv,DFGE2 ENGINE LOAD,%,FLOAT
H2521,ge3_load,hlng,h2521_ias_ias_no1_pivot,gx33321_pv,DFGE3 ENGINE LOAD,%,FLOAT
H2521,ge1_fg_use,hlng,h2521_ias_ias_no2_pivot,gx109_digacqa_pvfl,DFGE1 GAS MODE ACTIVE,-,BOOLEAN
H2521,ge2_fg_use,hlng,h2521_ias_ias_no2_pivot,gx209_digacqa_pvfl,DFGE2 GAS MODE ACTIVE,-,BOOLEAN
H2521,ge3_fg_use,hlng,h2521_ias_ias_no2_pivot,gx309_digacqa_pvfl,DFGE3 GAS MODE ACTIVE,-,BOOLEAN
H2521,auxb_fo_flow,hlng,h2521_ias_ias_no1_pivot,ob001_02_daca_pv,AUX BOILER FO,kg/h,FLOAT
H2521,auxb1_fo_lsmgo_use,hlng,h2521_ias_ias_no3_pivot,ob1003_00_pv,NO.1 AUX BOILER LSMGO USE,-,BOOLEAN
H2521,auxb1_fo_vlsfo_use,hlng,h2521_ias_ias_no3_pivot,ob1003_01_pv,NO.1 AUX BOILER VLSFO USE,-,BOOLEAN
H2521,auxb2_fo_lsmgo_use,hlng,h2521_ias_ias_no3_pivot,ob2003_00_pv,NO.2 AUX BOILER LSMGO USE,-,BOOLEAN
H2521,auxb2_fo_vlsfo_use,hlng,h2521_ias_ias_no3_pivot,ob2003_01_pv,NO.2 AUX BOILER VLSFO USE,-,BOOLEAN
H2521,gcu_flow,hlng,h2521_ias_ias_no1_pivot,gc0016_pv,GCU FLOW,kg/h,FLOAT
H2521,sg1_active_power,hlng,h2521_ias_ias_no1_pivot,pm519_daca_pv,SG1 ACTIVE POWER FROM SWBD,kW,FLOAT
H2521,sg2_active_power,hlng,h2521_ias_ias_no1_pivot,pm619_daca_pv,SG2 ACTUAL ACTIVE POWER,kW,FLOAT
H2521,sg1_reactive_power,hlng,h2521_ias_ias_no1_pivot,pm520_daca_pv,SG1 ACTUAL REACTIVE POWER,kW,FLOAT
H2521,sg2_reactive_power,hlng,h2521_ias_ias_no1_pivot,pm620_daca_pv,SG2 ACTUAL REACTIVE POWER,kW,FLOAT
H2521,als1_comp_power,hlng,h2521_ias_ias_no1_pivot,as0007_pv,NO.1 ALS COMP MOTOR KW VALUE,kW,FLOAT
H2521,als2_comp_power,hlng,h2521_ias_ias_no1_pivot,as0014_pv,NO.2 ALS COMP MOTOR KW VALUE,kW,FLOAT
H2521,ct1_liq_volume,hlng,h2521_ias_ias_no1_pivot,ct0401_pv,CT1 LIQUID VOLUME,m3,FLOAT
H2521,ct2_liq_volume,hlng,h2521_ias_ias_no1_pivot,ct0402_pv,CT2 LIQUID VOLUME,m3,FLOAT
H2521,ct3_liq_volume,hlng,h2521_ias_ias_no1_pivot,ct0403_pv,CT3 LIQUID VOLUME,m3,FLOAT
H2521,ct4_liq_volume,hlng,h2521_ias_ias_no1_pivot,ct0404_pv,CT4 LIQUID VOLUME,m3,FLOAT
H2521,ct1_liq_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1301_pv,CT1 AVERAGE LIQUID TEMPERATURE,degC,FLOAT
H2521,ct2_liq_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1302_pv,CT2 AVERAGE LIQUID TEMPERATURE,degC,FLOAT
H2521,ct3_liq_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1303_pv,CT3 AVERAGE LIQUID TEMPERATURE,degC,FLOAT
H2521,ct4_liq_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1304_pv,CT4 AVERAGE LIQUID TEMPERATURE,degC,FLOAT
H2521,fgc1_mtr_current,hlng,h2521_ias_ias_no1_pivot,bg110_06_daca_pv,FG COMP MTR CURRENT,A,FLOAT
H2521,ct1_vap_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1401_pv,CT1 Average Vapor Temperature ,degC,FLOAT
H2521,ct2_vap_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1402_pv,CT2 Average Vapor Temperature ,degC,FLOAT
H2521,ct3_vap_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1403_pv,CT3 Average Vapor Temperature,degC,FLOAT
H2521,ct4_vap_avg_temp,hlng,h2521_ias_ias_no1_pivot,ct1404_pv,CT4 Average Vapor Temperature,degC,FLOAT
H2521,ct1_abs_press,hlng,h2521_ias_ias_no1_pivot,ct0301_pv,CT1 PRESS ABSOLUTE,mbara,FLOAT
H2521,ct2_abs_press,hlng,h2521_ias_ias_no1_pivot,ct0302_pv,CT2 PRESS ABSOLUTE,mbara,FLOAT
H2521,ct3_abs_press,hlng,h2521_ias_ias_no1_pivot,ct0303_pv,CT3 PRESS ABSOLUTE,mbara,FLOAT
H2521,ct4_abs_press,hlng,h2521_ias_ias_no1_pivot,ct0304_pv,CT4 PRESS ABSOLUTE,mbara,FLOAT
H2521,ct_vap_hdr_fwd_temp,hlng,h2521_ias_ias_no1_pivot,gh001_daca_pv,VAPOR HDR FWD TEMP,degC,FLOAT
H2521,ct_vap_hdr_aft_temp,hlng,h2521_ias_ias_no1_pivot,gh002_daca_pv,VAPOR HDR AFT TEMP,degC,FLOAT
H2521,ct_vap_hdr_abs_press,hlng,h2521_ias_ias_no1_pivot,gh_pic020l_daca_pv,VAPOR HEADER ABS PRESS,mbara,FLOAT
H2521,reliq_lowpress_inlet_temp,hlng,h2521_ias_ias_no1_pivot,pr_tit001_daca_pv,PRS DCHE LP BOG INLET TEMP,degC,FLOAT
H2521,reliq_lowpress_outlet_temp,hlng,h2521_ias_ias_no1_pivot,pr_tit002_daca_pv,PRS DCHE LP BOG OUTLET TEMP,degC,FLOAT
H2521,reliq_highpress_inlet_temp,hlng,h2521_ias_ias_no1_pivot,pr_tit003_daca_pv,PRS DCHE HP BOG INLET TEMP,degC,FLOAT
H2521,reliq_highpress_outlet_temp,hlng,h2521_ias_ias_no1_pivot,pr_tit004_daca_pv,PRS DCHE HP BOG OUTLET TEMP,degC,FLOAT
H2521,reliq_separator_return_flow,hlng,h2521_ias_ias_no1_pivot,pr_fit001_01_daca_pv,PRS SEPARATOR RETURN GAS OUTLET FLOW,kg/h,FLOAT
H2521,reliq_bog_inlet_flow,hlng,h2521_ias_ias_no1_pivot,pr_fit002_01_daca_pv,PRS DCHE HP BOG INLET FLOW,kg/h,FLOAT
H2521,reliq_ct_return_flow,hlng,h2521_ias_ias_no1_pivot,pr033_01_daca_pv,PRS COND RETURN TO C TK FLOW,kg/h,FLOAT
H2521,reliq_lowpress_inlet_press,hlng,h2521_ias_ias_no1_pivot,pr_pit001_daca_pv,PRS DCHE LP BOG INLET PRESS,bar,FLOAT
H2521,reliq_lowpress_outlet_diff_press,hlng,h2521_ias_ias_no1_pivot,pr_pdit001_daca_pv,PRS DCHE LP BOG INLET/OUTLET DIFF PRESS,bar,FLOAT
H2521,reliq_highpress_inlet_press,hlng,h2521_ias_ias_no1_pivot,pr_pit003_daca_pv,PRS DCHE HP BOG INLET PRESS(CG508),bar,FLOAT
H2521,reliq_highpress_outlet_diff_press,hlng,h2521_ias_ias_no1_pivot,pr_pdit002_daca_pv,PRS DCHE HP BOG INLET/OUTLET DIFF PRESS,bar,FLOAT
